Contract_number_masked,Customer_ID_masked,Customer_segment,Line_of_business,Product_type,Annual_premium,Payment_frequency,Customer_age,Customer_type,Customer_region,Customer_province,Customer_urbanization,Broker_region,Broker_province,Broker_urbanization,Broker_cor,probability_direct_debit
KWJ***372,881***3.0,Retail,N - Accident,N05 - IND CIRC,57.9,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,4946482967.0,0.3353116197091677
PII***771,953***7.0,Retail,I - Property,I01 - HABITAT.,57.59,Quarterly,D = 40-69,Physical person,FLA,VOV,Urban,FLA,VOV,Rural,128989164.0,0.33523066049342054
KMR***890,931***5.0,Retail,I - Property,I01 - HABITAT.,84.77,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,8480125356.0,0.3351715347474677
JWA***889,819***1.0,Retail,N - Accident,N05 - IND CIRC,57.9,Quarterly,S = +69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,7800753939.0,0.33502807901913106
ZMY***518,816***1.0,Retail,N - Accident,N05 - IND CIRC,63.49,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7075577438.0,0.3345410731693116
HJU***653,879***2.0,Retail,I - Property,I01 - HABITAT.,51.11,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,4080237094.0,0.33441880873644025
LYP***050,960***4.0,Retail,I - Property,I01 - HABITAT.,98.33,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.33437757476595253
UEL***657,866***0.0,Retail,P - Liability,P01 - FAMILY P,93.55,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,8350256164.0,0.33437548904347475
TKP***931,872***7.0,Retail,P - Liability,P01 - FAMILY P,90.83,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8883422068.0,0.33434201366381816
POJ***129,745***6.0,Retail,N - Accident,N05 - IND CIRC,120.12,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7776034720000000.0,0.3330440675800979
KIO***912,836***5.0,Retail,N - Accident,N05 - IND CIRC,54.86,Annually,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.3329885507731995
LJC***980,929***5.0,Retail,P - Liability,P01 - FAMILY P,93.54,Quarterly,B = 25-29,Physical person,FLA,VWV,Urban,FLA,VWV,Rural,852227824.0,0.332983516241895
EVN***887,810***6.0,Retail,N - Accident,N05 - IND CIRC,45.2,Quarterly,S = +69,Physical person,WAL,WNA,Rural,WAL,WHT,Rural,1085233983.0,0.33250388361960753
ORZ***781,932***0.0,Retail,P - Liability,P01 - FAMILY P,93.54,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,1.507957433e+16,0.3324589103436492
KZH***101,857***8.0,Retail,N - Accident,N06 - IND PRIV,56.27,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,8119736213.0,0.3321524761607845
YKX***419,886***5.0,Retail,N - Accident,N05 - IND CIRC,48.01,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,8196603272.0,0.33195807857372317
VOA***067,458***1.0,Retail,N - Accident,N05 - IND CIRC,48.02,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,8196603272.0,0.33195807857372317
IBD***661,790***0.0,Retail,I - Property,I01 - HABITAT.,122.44,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,1008592106.0,0.3316067658008956
ZMW***589,872***9.0,Retail,N - Accident,N05 - IND CIRC,48.0,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,6776184942.0,0.3315595750331694
ZDO***785,930***9.0,Retail,P - Liability,P01 - FAMILY P,85.12,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,100233583.0,0.3315102122618843
LBW***224,636***0.0,Retail,P - Liability,P01 - FAMILY P,93.54,Quarterly,C = 30-39,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,1380032298.0,0.33140123197593396
ATA***931,844***4.0,Retail,A - Motor,A01 - TA/PRIVE,355.64,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,7448510642.0,0.3312878494422927
RVD***655,599***9.0,Retail,A - Motor,A01 - TA/PRIVE,476.16,Quarterly,S = +69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,6391674023.0,0.3312015543571685
YBZ***217,934***8.0,Retail,I - Property,I01 - HABITAT.,175.95,Quarterly,C = 30-39,Physical person,FLA,VOV,Rural,FLA,VOV,Urban,7448772459999990.0,0.33095113212608235
TWS***092,919***3.0,Retail,N - Accident,N05 - IND CIRC,47.53,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,1.226569648e+16,0.33087239452636785
VPS***180,929***3.0,Retail,N - Accident,N05 - IND CIRC,56.06,Quarterly,D = 40-69,Physical person,WAL,WHT,Urban,FLA,PTS,Rural,100233583.0,0.3308288046829756
MHC***299,813***5.0,Retail,P - Liability,P01 - FAMILY P,72.25,Quarterly,D = 40-69,Physical person,WAL,WHT,Urban,WAL,WNA,Rural,7770774159999990.0,0.329950449492834
VEF***485,812***4.0,Retail,A - Motor,A01 - TA/PRIVE,356.6,Quarterly,S = +69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,9698983734.0,0.32991572377709416
NAJ***143,816***9.0,Retail,A - Motor,A01 - TA/PRIVE,344.6,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,6788505685.0,0.32985654271578874
SUP***782,836***8.0,Retail,A - Motor,A01 - TA/PRIVE,285.41,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,1008592106.0,0.32964912196981266
LPI***344,884***4.0,Retail,P - Liability,P01 - FAMILY P,93.55,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,6991305427.0,0.32948599941164475
XXW***118,915***3.0,Retail,P - Liability,P01 - FAMILY P,90.82,Quarterly,D = 40-69,Physical person,FLA,VWV,Urban,FLA,VWV,Urban,8307765589.0,0.32936850961794883
FTS***559,792***2.0,Retail,I - Property,I01 - HABITAT.,397.53,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,1.03469771599999e+16,0.32931436811293247
RTM***528,846***3.0,Retail,P - Liability,P01 - FAMILY P,90.83,Quarterly,D = 40-69,Physical person,WAL,WBR,Rural,FLA,PTS,Rural,6871363239.0,0.32925781830039536
IGK***351,862***3.0,Retail,P - Liability,P01 - FAMILY P,93.55,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Urban,5529762447.0,0.3290301310419903
URX***675,957***7.0,Retail,I - Property,I01 - HABITAT.,131.6,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,9119801543.0,0.3289974057115845
BAA***910,935***7.0,Retail,P - Liability,P01 - FAMILY P,74.83,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,7242918993.0,0.3289564313074511
VMP***428,925***7.0,Retail,N - Accident,N05 - IND CIRC,72.48,Quarterly,S = +69,Physical person,WAL,WHT,Rural,FLA,PTS,Rural,6258077657.0,0.32840988983528574
BGL***456,901***1.0,Retail,I - Property,I01 - HABITAT.,60.0,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,6425517365.0,0.3284035480768999
ILH***756,435***6.0,Retail,P - Liability,P01 - FAMILY P,74.83,Quarterly,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,1012646852.0,0.32826469562963356
FOU***143,865***8.0,Retail,N - Accident,N05 - IND CIRC,69.84,Quarterly,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,1085233983.0,0.3282049548886888
LIZ***879,347***4.0,Retail,I - Property,I01 - HABITAT.,416.33,Quarterly,D = 40-69,Physical person,FLA,VWV,Urban,FLA,VWV,Rural,7103645895.0,0.3279168206105962
RSN***738,816***1.0,Retail,P - Liability,P01 - FAMILY P,71.9,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,4328455693.0,0.32780030199030946
EYP***529,939***9.0,Retail,I - Property,I01 - HABITAT.,193.16,Quarterly,C = 30-39,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,7320283134.0,0.3277741763945324
RKR***238,843***9.0,Retail,N - Accident,N05 - IND CIRC,51.34,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8688137046.0,0.3276364011040906
UBC***606,797***5.0,Retail,A - Motor,A01 - TA/PRIVE,468.33,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,1.106367574e+16,0.32724113653458403
VIB***286,830***6.0,Retail,A - Motor,A01 - TA/PRIVE,542.34,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7245568465.0,0.3271689257729906
IMC***259,603***8.0,Retail,A - Motor,A01 - TA/PRIVE,281.46,Quarterly,S = +69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,6.32553741e+16,0.3270551671013282
BPM***306,859***3.0,Retail,I - Property,I01 - HABITAT.,149.94,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,1.087438232e+16,0.32698735789081396
VEJ***626,346***4.0,Retail,I - Property,I01 - HABITAT.,201.64,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,9314985846.0,0.32643399079391167
STH***143,877***9.0,Retail,N - Accident,N05 - IND CIRC,52.04,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,743404171.0,0.3262809809636316
UXN***571,979***2.0,Retail,I - Property,I01 - HABITAT.,43.65,Quarterly,C = 30-39,Physical person,FLA,VAN,Rural,FLA,VAN,Urban,9061721915.0,0.3261181527489413
UQP***275,969***2.0,Retail,A - Motor,A01 - TA/PRIVE,565.9,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,114989841.0,0.326020857923564
IRX***309,783***6.0,Retail,P - Liability,P01 - FAMILY P,103.26,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,6346877915.0,0.3258455759106079
DPD***378,547***2.0,Retail,N - Accident,N05 - IND CIRC,41.48,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,6749595052.0,0.3258341731259612
DKH***490,834***1.0,Retail,P - Liability,P01 - FAMILY P,70.15,Quarterly,S = +69,Physical person,FLA,VBR,Rural,WAL,WNA,Rural,5938320926.0,0.32558304347309663
SKZ***519,891***2.0,Retail,N - Accident,N05 - IND CIRC,54.67,Quarterly,S = +69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,8196603272.0,0.3252722632568006
JSY***293,815***5.0,Retail,P - Liability,P01 - FAMILY P,60.7,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,6749595052.0,0.3251941720451575
OSY***294,817***0.0,Retail,P - Liability,P01 - FAMILY P,74.83,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,6991305427.0,0.32504335701356885
GWS***403,933***7.0,Retail,N - Accident,N05 - IND CIRC,52.18,Quarterly,D = 40-69,Physical person,WAL,WHT,Urban,FLA,PTS,Rural,100233583.0,0.32499441000646184
JWL***706,853***2.0,Retail,I - Property,I01 - HABITAT.,122.83,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,8028972478.0,0.32470805079362486
PUU***413,925***6.0,Retail,P - Liability,P01 - FAMILY P,72.25,Quarterly,C = 30-39,Physical person,FLA,VBR,Urban,WAL,WLG,Rural,7671310770000000.0,0.3243868161342028
VTJ***016,951***0.0,Retail,I - Property,I01 - HABITAT.,113.68,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,6900449434.0,0.3243813471742769
BDM***785,966***6.0,Retail,I - Property,I01 - HABITAT.,322.99,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,9119801543.0,0.32437180651926345
EPV***838,959***1.0,Retail,I - Property,I01 - HABITAT.,209.51,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,9119801543.0,0.32426108537442927
NIG***457,837***6.0,Retail,I - Property,I01 - HABITAT.,328.82,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,1035517898.0,0.32408348813661614
CPS***368,949***8.0,Retail,I - Property,I01 - HABITAT.,244.24,Quarterly,C = 30-39,Physical person,FLA,VOV,Urban,FLA,VOV,Urban,4133104108.0,0.3234862950082151
DCX***234,916***9.0,Retail,A - Motor,A06 - MOTO,270.82,Quarterly,C = 30-39,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,8611614078.0,0.3233415592478676
CNL***966,866***9.0,Retail,N - Accident,N05 - IND CIRC,53.62,Annually,C = 30-39,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.32325957636633307
BUC***331,867***1.0,Retail,N - Accident,N05 - IND CIRC,53.38,Annually,C = 30-39,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.32325957636633307
ENU***981,346***9.0,Retail,I - Property,I01 - HABITAT.,604.24,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,7242918993.0,0.3228545091009958
IMX***809,348***3.0,Retail,N - Accident,N05 - IND CIRC,50.86,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,5789622098.0,0.32270731785177453
WNB***553,942***1.0,Retail,I - Property,I01 - HABITAT.,365.16,Quarterly,D = 40-69,Physical person,FLA,VWV,Urban,FLA,VWV,Rural,8612882486.0,0.3226596664457913
PTK***975,968***2.0,Retail,P - Liability,P01 - FAMILY P,38.49,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,1.17351365099999e+16,0.3223563819031254
PFB***254,934***1.0,Retail,N - Accident,N01 - COMPLETE,49.59,Quarterly,D = 40-69,Physical person,WAL,WHT,Urban,FLA,PTS,Rural,100233583.0,0.322310977580826
LIB***893,945***3.0,Retail,I - Property,I01 - HABITAT.,77.21,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WNA,Rural,9080915401.0,0.32220026013910763
QTB***565,347***5.0,Retail,I - Property,I01 - HABITAT.,630.51,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,1.03469771599999e+16,0.3219541105805176
YNT***719,896***6.0,Retail,P - Liability,P01 - FAMILY P,93.54,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,6682327833.0,0.3215016719073108
SRC***983,717***2.0,Retail,N - Accident,N05 - IND CIRC,37.21,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,9003952545.0,0.32138801917885146
JBW***858,951***7.0,Retail,N - Accident,N05 - IND CIRC,42.14,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Urban,1015174688.0,0.3212772095074988
KDS***827,510***8.0,Retail,P - Liability,P01 - FAMILY P,74.86,Quarterly,S = +69,Physical person,FLA,VLI,Urban,FLA,VLI,Urban,1092241334.0,0.32120897886206246
NQB***397,348***0.0,Retail,I - Property,I01 - HABITAT.,347.85,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,6264143489999990.0,0.3208250942891457
FVF***943,926***0.0,Retail,A - Motor,A01 - TA/PRIVE,264.74,Quarterly,C = 30-39,Physical person,FLA,VWV,Urban,FLA,VWV,Rural,133823371.0,0.32074775423400026
ATU***504,527***9.0,Retail,N - Accident,N05 - IND CIRC,111.51,Annually,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.3207402475962878
YRE***614,132***1.0,Retail,A - Motor,A01 - TA/PRIVE,317.85,Quarterly,S = +69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,6885287271.0,0.32072229471370917
ZYB***007,892***3.0,Retail,N - Accident,N05 - IND CIRC,42.15,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,7163427345.0,0.32058230513960156
MLP***443,907***5.0,Retail,I - Property,I01 - HABITAT.,97.06,Quarterly,D = 40-69,Physical person,WAL,WNA,Urban,WAL,WNA,Rural,9199293111.0,0.3205588621207785
XDJ***324,797***3.0,Retail,P - Liability,P01 - FAMILY P,70.14,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,8225935714.0,0.32034945259246334
GQF***011,427***3.0,Retail,N - Accident,N05 - IND CIRC,55.35,Annually,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.32012166069126147
RBW***587,822***5.0,Retail,P - Liability,P01 - FAMILY P,57.8,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,635810996.0,0.3198241310876428
ZHK***038,802***6.0,Retail,N - Accident,N05 - IND CIRC,67.83,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,1.04108950799999e+16,0.31921440873425133
HNN***749,103***3.0,Retail,P - Liability,P01 - FAMILY P,57.8,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,7929791872.0,0.3191769660700561
XDQ***527,428***2.0,Retail,N - Accident,N05 - IND CIRC,56.2,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,7122715959.0,0.31916512412070414
SLL***638,885***4.0,Retail,N - Accident,N05 - IND CIRC,72.85,Annually,C = 30-39,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.31913889329266765
SZG***483,894***4.0,Retail,P - Liability,P01 - FAMILY P,70.15,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,9235617536.0,0.3190877584448397
ABN***906,800***1.0,Retail,I - Property,I01 - HABITAT.,444.33,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,8715733192.0,0.31908029711111074
SJC***249,908***8.0,Retail,I - Property,I01 - HABITAT.,317.28,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,8639513633.0,0.3189010112554702
ZFZ***078,439***4.0,Retail,A - Motor,A01 - TA/PRIVE,353.11,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,8008348739.0,0.318886444049174
DSW***877,410***6.0,Retail,N - Accident,N05 - IND CIRC,37.89,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.3188068848310439
HJF***778,918***6.0,Retail,I - Property,I01 - HABITAT.,183.29,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,8611614078.0,0.31873454651685706
ZBF***288,947***3.0,Retail,P - Liability,P01 - FAMILY P,70.15,Quarterly,C = 30-39,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9080915401.0,0.3186116369528917
ZUI***939,926***0.0,Retail,A - Motor,A01 - TA/PRIVE,183.39,Quarterly,C = 30-39,Physical person,FLA,VWV,Urban,FLA,VWV,Rural,133823371.0,0.31835722359307295
ZFV***237,917***7.0,Retail,I - Property,I01 - HABITAT.,187.56,Quarterly,C = 30-39,Physical person,FLA,VOV,Rural,FLA,VOV,Urban,8373680093.0,0.3183032768277728
ZDH***880,400***5.0,Retail,N - Accident,N05 - IND CIRC,69.86,Quarterly,D = 40-69,Physical person,WAL,WHT,Urban,WAL,WHT,Rural,6390801835.0,0.31827841853378513
DVU***229,955***8.0,Retail,I - Property,I01 - HABITAT.,167.59,Quarterly,C = 30-39,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7979361926.0,0.31811369752584606
PYP***837,346***0.0,Retail,I - Property,I01 - HABITAT.,394.69,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,7242918993.0,0.3179720526663581
KKS***946,776***8.0,Retail,I - Property,I01 - HABITAT.,29.87,Quarterly,D = 40-69,Physical person,FLA,VWV,Urban,FLA,VWV,Rural,5548223773.0,0.3179514395698446
TVY***431,813***2.0,Retail,P - Liability,P01 - FAMILY P,70.15,Quarterly,C = 30-39,Physical person,FLA,VOV,Urban,FLA,VOV,Urban,9061721915.0,0.31777931880977073
LEA***035,829***1.0,Retail,N - Accident,N05 - IND CIRC,112.83,Annually,S = +69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.31764823130476033
TCU***767,491***5.0,Retail,P - Liability,P01 - FAMILY P,93.1,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,4328455693.0,0.31761325676768376
KCO***101,890***4.0,Retail,A - Motor,A01 - TA/PRIVE,431.45,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,646706517.0,0.31748152619079106
XPZ***005,844***4.0,Retail,A - Motor,A01 - TA/PRIVE,428.79,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,7448510642.0,0.31724889482452273
FLB***411,887***9.0,Retail,A - Motor,A01 - TA/PRIVE,334.05,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7666721922.0,0.31704345531200967
HBC***179,879***7.0,Retail,N - Accident,N05 - IND CIRC,102.62,Quarterly,C = 30-39,Physical person,WAL,WLG,Rural,FLA,PTS,Rural,5743992432.0,0.3169833345884095
NBL***645,933***6.0,Retail,N - Accident,N05 - IND CIRC,60.39,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,9399723366.0,0.31698173530889406
UVO***373,817***8.0,Retail,N - Accident,N05 - IND CIRC,63.72,Annually,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.3169615785911659
OXR***303,915***9.0,Retail,I - Property,I01 - HABITAT.,90.08,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,9314158813.0,0.3168232643773885
CDT***604,959***6.0,Retail,I - Property,I01 - HABITAT.,132.92,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9064359811.0,0.3167532147618431
JUT***024,957***6.0,Retail,P - Liability,P01 - FAMILY P,54.75,Semi-annually,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,2.02119240699999e+16,0.3166810668980954
TVB***783,942***6.0,Retail,P - Liability,P01 - FAMILY P,88.61,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,100233583.0,0.31663275879046426
LHP***600,911***7.0,Retail,I - Property,I01 - HABITAT.,519.94,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,8071975448.0,0.31659020275978195
TWR***550,814***1.0,Retail,P - Liability,P01 - FAMILY P,72.25,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.31648674343645683
FXF***106,952***2.0,Retail,P - Liability,P01 - FAMILY P,46.54,Quarterly,B = 25-29,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,8231207162.0,0.3164644334937448
VNX***296,936***1.0,Retail,P - Liability,P01 - FAMILY P,61.6,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,1380032298.0,0.3162315320159555
CWD***547,967***0.0,Retail,P - Liability,P01 - FAMILY P,48.34,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,1.17351365099999e+16,0.3161762284351292
LHA***917,119***2.0,Retail,N - Accident,N05 - IND CIRC,50.57,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,743404171.0,0.316046253346296
ZEF***743,840***7.0,Retail,I - Property,I01 - HABITAT.,106.06,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,FLA,PTS,Rural,100233583.0,0.31603140806259317
EMI***383,847***6.0,Retail,N - Accident,N05 - IND CIRC,54.63,Annually,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.315682983344641
CNT***796,924***4.0,Retail,P - Liability,P01 - FAMILY P,93.54,Quarterly,S = +69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,1042061995.0,0.31558226808703366
NAG***712,852***7.0,Retail,P - Liability,P01 - FAMILY P,86.3,Quarterly,D = 40-69,Physical person,FLA,VOV,Urban,FLA,VOV,Rural,7469581619.0,0.3155560039056061
AMP***105,948***8.0,Retail,I - Property,I01 - HABITAT.,113.29,Quarterly,A = 18-24,Physical person,WAL,WHT,Rural,FLA,PTS,Rural,9399723366.0,0.3150718006524682
UPW***207,821***7.0,Retail,N - Accident,N05 - IND CIRC,57.93,Annually,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.31500313616361203
CLW***571,117***5.0,Retail,N - Accident,N05 - IND CIRC,37.52,Annually,S = +69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8743764074.0,0.3149597197804492
JSL***249,950***4.0,Retail,P - Liability,P01 - FAMILY P,113.7,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WHT,Rural,8883422068.0,0.31473642050364714
QLF***953,847***3.0,Retail,N - Accident,N05 - IND CIRC,67.93,Quarterly,S = +69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,6358852292.0,0.3146651884480585
XCC***230,824***6.0,Retail,P - Liability,P01 - FAMILY P,90.83,Quarterly,D = 40-69,Physical person,FLA,VOV,Urban,FLA,VOV,Rural,7966938117.0,0.3145990259814459
CIX***383,837***8.0,Retail,P - Liability,P01 - FAMILY P,56.12,Quarterly,S = +69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,7587468865.0,0.31443411492256274
IPA***521,853***4.0,Retail,N - Accident,N05 - IND CIRC,81.95,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,6349816754.0,0.31418144574941137
TBG***282,929***1.0,Retail,P - Liability,P01 - FAMILY P,84.34,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,100233583.0,0.3141701121964714
FZD***773,604***4.0,Retail,P - Liability,P01 - FAMILY P,84.34,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,100233583.0,0.3141701121964714
BOJ***997,902***0.0,Retail,P - Liability,P01 - FAMILY P,71.89,Quarterly,C = 30-39,Physical person,WAL,WHT,Rural,BRU,BRU,Rural,8163841951.0,0.31409154898940556
YTU***048,813***2.0,Retail,N - Accident,N05 - IND CIRC,39.98,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,7891175122.0,0.3140759875022757
OHB***611,902***6.0,Retail,I - Property,I01 - HABITAT.,40.59,Quarterly,D = 40-69,Physical person,FLA,VOV,Urban,FLA,VOV,Urban,8373680093.0,0.31405232044500564
CJS***591,814***7.0,Retail,P - Liability,P01 - FAMILY P,93.54,Quarterly,D = 40-69,Physical person,FLA,VWV,Urban,FLA,VWV,Rural,9399723366.0,0.31393129367180017
ZMA***817,956***8.0,Retail,I - Property,I01 - HABITAT.,66.74,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,6871363239.0,0.31381913266815437
PGR***846,917***7.0,Retail,I - Property,I01 - HABITAT.,188.75,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,8611614078.0,0.3137822402635894
