Contract_number_masked,Customer_ID_masked,Customer_segment,Line_of_business,Product_type,Annual_premium,Payment_frequency,Customer_age,Customer_type,Customer_region,Customer_province,Customer_urbanization,Broker_region,Broker_province,Broker_urbanization,Broker_cor,probability_direct_debit
QPA***117,958***2.0,Retail,P - Liability,P01 - FAMILY P,93.54,Quarterly,C = 30-39,Physical person,WAL,WLG,Rural,FLA,PTS,Urban,9315227891.0,0.7126963
PBB***669,874***1.0,Retail,P - Liability,P01 - FAMILY P,90.83,Quarterly,C = 30-39,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,8808502235.0,0.6913393
NOG***602,863***2.0,Retail,P - Liability,P01 - FAMILY P,103.26,Quarterly,C = 30-39,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7776034720000000.0,0.68491447
RNA***833,820***5.0,Retail,I - Property,I01 - HABITAT.,77.14,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7776034720000000.0,0.68147445
DOT***949,969***1.0,Retail,N - Accident,N05 - IND CIRC,58.05,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.67775136
KMO***445,976***2.0,Retail,I - Property,I01 - HABITAT.,580.84,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,1.49065480699999e+16,0.6695827
SJY***585,949***7.0,Retail,P - Liability,P01 - FAMILY P,74.83,Quarterly,S = +69,Physical person,WAL,WHT,Rural,WAL,WBR,Rural,1002677162.0,0.66918373
RMS***529,958***4.0,Retail,P - Liability,P01 - FAMILY P,56.12,Quarterly,S = +69,Physical person,FLA,VWV,Urban,FLA,VWV,Urban,8718102157.0,0.6667833
ZPZ***563,890***4.0,Retail,P - Liability,P01 - FAMILY P,43.38,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,646706517.0,0.66214293
NIU***399,344***6.0,Retail,I - Property,I01 - HABITAT.,458.66,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,7604624328.0,0.6424407
YXN***475,971***4.0,Retail,I - Property,I01 - HABITAT.,49.97,Quarterly,D = 40-69,Physical person,WAL,WBR,Rural,FLA,PTS,Rural,9189199097.0,0.6409707
BQC***468,949***0.0,Retail,I - Property,I01 - HABITAT.,49.12,Quarterly,C = 30-39,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,7242918993.0,0.63435644
WYX***606,969***1.0,Retail,I - Property,I01 - HABITAT.,121.14,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.6286641
REO***979,921***8.0,Retail,P - Liability,P01 - FAMILY P,56.12,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.6283663
POA***523,951***7.0,Retail,A - Motor,A05 - CYCLO,199.7,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,193355949.0,0.6196846
NAL***892,927***8.0,Retail,N - Accident,N05 - IND CIRC,27.62,Quarterly,B = 25-29,Physical person,WAL,WHT,Urban,WAL,WHT,Urban,4825647501.0,0.61313146
NCC***479,305***1.0,Retail,P - Liability,P01 - FAMILY P,70.15,Quarterly,D = 40-69,Physical person,FLA,VWV,Urban,FLA,VWV,Urban,7384032353.0,0.6124768
IDO***319,955***9.0,Retail,P - Liability,P01 - FAMILY P,62.03,Quarterly,D = 40-69,Physical person,FLA,VOV,Urban,FLA,VOV,Rural,7571641514.0,0.61193603
IGX***740,953***0.0,Retail,P - Liability,P01 - FAMILY P,70.15,Quarterly,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9870671947.0,0.61130184
ZMZ***219,795***2.0,Retail,I - Property,I01 - HABITAT.,1128.3,Annually,No age,Enterprise,BRU,BRU,Rural,FLA,PTS,Rural,7020361122.0,0.60916066
PGJ***528,852***1.0,Retail,N - Accident,N05 - IND CIRC,37.93,Quarterly,D = 40-69,Physical person,WAL,WHT,Urban,WAL,WHT,Urban,4825647501.0,0.6074386
FOU***143,865***8.0,Retail,N - Accident,N05 - IND CIRC,69.84,Quarterly,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,1085233983.0,0.60372084
EVN***887,810***6.0,Retail,N - Accident,N05 - IND CIRC,45.2,Quarterly,S = +69,Physical person,WAL,WNA,Rural,WAL,WHT,Rural,1085233983.0,0.60267264
PPQ***953,884***4.0,Retail,N - Accident,N05 - IND CIRC,42.85,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,6991305427.0,0.60045755
ILY***238,964***9.0,Retail,I - Property,I01 - HABITAT.,208.63,Quarterly,C = 30-39,Physical person,BRU,BRU,Rural,FLA,PTS,Rural,9189199097.0,0.5962054
CBU***945,559***8.0,Retail,A - Motor,A01 - TA/PRIVE,466.57,Quarterly,S = +69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,6622183834.0,0.59224904
ZXR***327,965***3.0,Retail,A - Motor,A01 - TA/PRIVE,1459.3,Quarterly,B = 25-29,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,1.04108950799999e+16,0.59135157
LHZ***194,972***0.0,Retail,I - Property,I01 - HABITAT.,129.47,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,7604624328.0,0.58348554
BAH***941,812***7.0,SME,E - Liability,E06 - Liabilit,83.57,Quarterly,No age,Enterprise,WAL,WHT,Urban,WAL,WHT,Rural,8743764074.0,0.5812708
PVK***506,844***2.0,Retail,N - Accident,N05 - IND CIRC,37.72,Quarterly,D = 40-69,Physical person,WAL,WHT,Urban,WAL,WHT,Urban,4825647501.0,0.57981235
JWH***639,820***9.0,Retail,P - Liability,P01 - FAMILY P,72.05,Quarterly,S = +69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.5779352
QVF***404,833***7.0,Retail,P - Liability,P01 - FAMILY P,93.55,Annually,C = 30-39,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.5773687
YIG***821,846***6.0,Retail,P - Liability,P01 - FAMILY P,70.15,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8743764074.0,0.5754267
YTJ***907,843***7.0,SME,A - Motor,A11 - > 12 T,1723.25,Semi-annually,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8052026525.0,0.5721472
UYE***682,846***3.0,Retail,P - Liability,P01 - FAMILY P,74.82,Quarterly,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.57197434
SMQ***662,934***1.0,Retail,N - Accident,N05 - IND CIRC,45.16,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,8989459565.0,0.5689637
PYX***330,915***7.0,Retail,A - Motor,A01 - TA/PRIVE,131.59,Quarterly,C = 30-39,Physical person,WAL,WNA,Rural,WAL,WLG,Rural,980765031.0,0.5661997
RAP***263,810***6.0,Retail,P - Liability,P01 - FAMILY P,74.84,Quarterly,S = +69,Physical person,WAL,WNA,Rural,WAL,WHT,Rural,1085233983.0,0.56558543
BXB***677,824***1.0,Retail,I - Property,I01 - HABITAT.,487.5,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7776034720000000.0,0.56496394
ILR***236,939***9.0,Retail,N - Accident,N05 - IND CIRC,43.67,Quarterly,C = 30-39,Physical person,WAL,WLG,Urban,WAL,WLG,Rural,8678532335.0,0.5639637
IGM***344,895***1.0,Retail,N - Accident,N05 - IND CIRC,73.58,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,9319664795.0,0.5631939
FHZ***441,785***4.0,SME,E - Liability,E06 - Liabilit,304.27,Quarterly,C = 30-39,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,7237905652.0,0.5630561
JPB***261,599***9.0,Retail,P - Liability,P01 - FAMILY P,56.14,Quarterly,S = +69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,6391674023.0,0.56167835
PJF***319,975***3.0,Retail,I - Property,I01 - HABITAT.,117.54,Quarterly,C = 30-39,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,7242918993.0,0.5610097
ASZ***954,873***6.0,Retail,N - Accident,N05 - IND CIRC,55.81,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WHT,Rural,1038002928.0,0.5603346
MDE***028,815***6.0,Retail,P - Liability,P01 - FAMILY P,93.55,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,7604624328.0,0.56031394
NDH***062,972***0.0,Retail,P - Liability,P01 - FAMILY P,93.54,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,7604624328.0,0.56031394
QPS***973,587***9.0,Retail,N - Accident,N05 - IND CIRC,38.59,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8883422068.0,0.55966467
WFL***909,755***9.0,Retail,A - Motor,A05 - CYCLO,190.81,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,6622183834.0,0.5595285
PPY***086,895***1.0,Retail,P - Liability,P01 - FAMILY P,90.82,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,9319664795.0,0.5592039
SOS***142,898***8.0,Retail,P - Liability,P01 - FAMILY P,70.15,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,7242918993.0,0.5587959
DXE***914,798***2.0,Retail,P - Liability,P01 - FAMILY P,90.82,Annually,C = 30-39,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.55702597
JYF***668,104***6.0,Retail,P - Liability,P01 - FAMILY P,74.47,Quarterly,S = +69,Physical person,WAL,WHT,Urban,WAL,WHT,Urban,4825647501.0,0.5559446
HZR***860,101***2.0,Retail,N - Accident,N05 - IND CIRC,54.57,Quarterly,S = +69,Physical person,WAL,WHT,Rural,WAL,WHT,Urban,4825647501.0,0.55520105
RXV***785,844***3.0,Retail,N - Accident,N05 - IND CIRC,40.79,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.55414486
XSG***903,849***7.0,Retail,N - Accident,N05 - IND CIRC,55.19,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,8575015432.0,0.5539578
RKJ***083,949***2.0,Retail,A - Motor,A01 - TA/PRIVE,511.87,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,114989841.0,0.5538042
JLC***131,948***0.0,Retail,P - Liability,P01 - FAMILY P,47.91,Quarterly,C = 30-39,Physical person,FLA,VWV,Urban,FLA,VWV,Rural,8231207162.0,0.5512704
HBC***179,879***7.0,Retail,N - Accident,N05 - IND CIRC,102.62,Quarterly,C = 30-39,Physical person,WAL,WLG,Rural,FLA,PTS,Rural,5743992432.0,0.5511842
PHM***847,910***5.0,Retail,P - Liability,P01 - FAMILY P,93.09,Quarterly,C = 30-39,Physical person,WAL,WBR,Rural,WAL,WNA,Rural,8688137046.0,0.5503755
CYY***875,864***5.0,SME,E - Liability,E06 - Liabilit,104.35,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,8774353151.0,0.5500685
GQH***945,837***7.0,Retail,P - Liability,P01 - FAMILY P,122.97,Annually,C = 30-39,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.54827815
AVM***142,949***2.0,Retail,I - Property,I01 - HABITAT.,710.91,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,114989841.0,0.54802865
TKP***931,872***7.0,Retail,P - Liability,P01 - FAMILY P,90.83,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8883422068.0,0.54712886
UAX***602,967***0.0,Retail,N - Accident,N05 - IND CIRC,41.03,Quarterly,B = 25-29,Physical person,WAL,WHT,Rural,WAL,WHT,Urban,4825647501.0,0.5461977
FXU***896,936***7.0,Retail,P - Liability,P01 - FAMILY P,56.12,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Urban,9315227891.0,0.54529375
WTU***785,953***9.0,Retail,P - Liability,P01 - FAMILY P,106.34,Quarterly,C = 30-39,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,8987608986.0,0.54504234
AJN***039,947***8.0,Retail,P - Liability,P01 - FAMILY P,54.76,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WNA,Rural,9080915401.0,0.54441637
FWD***219,931***5.0,Retail,A - Motor,A05 - CYCLO,199.71,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9064359811.0,0.5437812
ZID***288,918***9.0,Retail,N - Accident,N05 - IND CIRC,67.81,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WLG,Rural,9736182342.0,0.543719
KMF***150,955***5.0,Retail,P - Liability,P01 - FAMILY P,20.73,Quarterly,C = 30-39,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,7571641514.0,0.5430232
ZHL***610,882***0.0,Retail,P - Liability,P01 - FAMILY P,90.83,Quarterly,C = 30-39,Physical person,BRU,BRU,Rural,WAL,WBR,Urban,6858299294.0,0.54267627
PWR***742,440***4.0,Retail,P - Liability,P01 - FAMILY P,48.91,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,6749595052.0,0.542605
PXX***733,116***9.0,Retail,P - Liability,P01 - FAMILY P,90.82,Annually,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.5416903
TLX***062,924***3.0,Retail,N - Accident,N05 - IND CIRC,41.64,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Urban,4825647501.0,0.54036826
ESB***643,925***2.0,Retail,P - Liability,P01 - FAMILY P,91.27,Quarterly,C = 30-39,Physical person,FLA,VWV,Urban,FLA,VWV,Rural,7149399044.0,0.539486
MPX***681,885***4.0,SME,I - Property,I12 - Commerce,229.45,Quarterly,No age,Enterprise,WAL,WHT,Urban,BRU,BRU,Rural,8863994817.0,0.5394292
OKN***873,796***2.0,Retail,I - Property,I01 - HABITAT.,219.29,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7776034720000000.0,0.5378887
IGM***023,375***4.0,Retail,I - Property,I01 - HABITAT.,89.22,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,BRU,BRU,Urban,6721423458.0,0.53742015
ZRA***977,972***3.0,Retail,N - Accident,N05 - IND CIRC,72.2,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.5364362
GPE***846,885***6.0,Retail,N - Accident,N05 - IND CIRC,48.01,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,7469581619.0,0.5362652
COD***104,965***3.0,Retail,P - Liability,P01 - FAMILY P,56.39,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,9314985846.0,0.535732
CHV***389,936***8.0,Retail,P - Liability,P01 - FAMILY P,47.91,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9080915401.0,0.535623
DSW***877,410***6.0,Retail,N - Accident,N05 - IND CIRC,37.89,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.5350738
TQZ***714,907***3.0,Retail,I - Property,I01 - HABITAT.,434.23,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,8028972478.0,0.5331012
DVZ***904,812***9.0,Retail,P - Liability,P01 - FAMILY P,70.15,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Urban,6734574591.0,0.53102386
RBC***158,953***6.0,Retail,P - Liability,P01 - FAMILY P,57.8,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Urban,8718102157.0,0.5291722
FGQ***724,965***4.0,Retail,I - Property,I01 - HABITAT.,55.21,Quarterly,S = +69,Physical person,WAL,WHT,Urban,WAL,WHT,Rural,1.03230781499999e+16,0.52899945
OET***879,829***5.0,Retail,P - Liability,P01 - FAMILY P,72.25,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WHT,Rural,7757939047.0,0.52736425
IPE***158,110***2.0,SME,E - Liability,E16 - Liabilit,111.5,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9064359811.0,0.526951
LYP***050,960***4.0,Retail,I - Property,I01 - HABITAT.,98.33,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.52676517
PIU***518,436***3.0,Retail,N - Accident,N05 - IND CIRC,52.7,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.52621585
SIU***517,990***9.0,Retail,A - Motor,A01 - TA/PRIVE,909.18,Quarterly,S = +69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,6622183834.0,0.5261976
LPI***344,884***4.0,Retail,P - Liability,P01 - FAMILY P,93.55,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,6991305427.0,0.5259587
KCO***101,890***4.0,Retail,A - Motor,A01 - TA/PRIVE,431.45,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,646706517.0,0.5259515
PID***574,817***8.0,Retail,P - Liability,P01 - FAMILY P,70.15,Semi-annually,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.5259433
QOK***557,867***3.0,Retail,P - Liability,P01 - FAMILY P,70.15,Semi-annually,S = +69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,6622183834.0,0.52529794
MLR***667,746***9.0,SME,E - Liability,E16 - Liabilit,97.26,Quarterly,S = +69,Physical person,WAL,WHT,Rural,WAL,WHT,Urban,7816830031.0,0.5237795
POJ***129,745***6.0,Retail,N - Accident,N05 - IND CIRC,120.12,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7776034720000000.0,0.52175725
PSB***708,981***5.0,Retail,I - Property,I01 - HABITAT.,116.5,Quarterly,C = 30-39,Physical person,FLA,VWV,Urban,FLA,VWV,Rural,1.04108950799999e+16,0.5207901
CNT***684,635***9.0,Retail,N - Accident,N05 - IND CIRC,86.76,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,1.025805039e+16,0.51738566
DRV***341,884***7.0,Retail,P - Liability,P01 - FAMILY P,93.55,Annually,C = 30-39,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.5169862
LVI***697,846***6.0,Retail,N - Accident,N05 - IND CIRC,47.78,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8743764074.0,0.5157263
BAA***910,935***7.0,Retail,P - Liability,P01 - FAMILY P,74.83,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,7242918993.0,0.51469564
VTR***693,318***4.0,Retail,P - Liability,P01 - FAMILY P,74.82,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,6788505685.0,0.51469445
RNI***673,960***0.0,Retail,P - Liability,P01 - FAMILY P,72.25,Annually,C = 30-39,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.51446974
IBN***487,883***0.0,Retail,I - Property,I01 - HABITAT.,86.08,Quarterly,C = 30-39,Physical person,WAL,WHT,Urban,WAL,WHT,Rural,4315087763.0,0.5138317
GQW***857,101***2.0,Retail,P - Liability,P01 - FAMILY P,68.8,Quarterly,S = +69,Physical person,WAL,WHT,Rural,WAL,WHT,Urban,4825647501.0,0.5131764
JYX***741,898***3.0,Retail,I - Property,I01 - HABITAT.,87.79,Quarterly,D = 40-69,Physical person,WAL,WHT,Urban,WAL,WNA,Rural,4242545662.0,0.5128477
PSE***830,122***3.0,Retail,N - Accident,N05 - IND CIRC,54.57,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.5115794
WPB***919,898***6.0,Retail,N - Accident,N05 - IND CIRC,34.29,Annually,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,1085233983.0,0.51117367
VQF***655,969***2.0,Retail,I - Property,I01 - HABITAT.,506.6,Quarterly,S = +69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,114989841.0,0.5084931
EMN***783,959***0.0,Retail,P - Liability,P01 - FAMILY P,49.28,Quarterly,B = 25-29,Physical person,FLA,VWV,Urban,FLA,VWV,Urban,8718102157.0,0.5076174
AWF***851,963***2.0,Retail,P - Liability,P01 - FAMILY P,47.52,Quarterly,B = 25-29,Physical person,FLA,VWV,Urban,FLA,VWV,Urban,8718102157.0,0.5076174
ZUF***943,844***2.0,Retail,P - Liability,P01 - FAMILY P,50.48,Quarterly,D = 40-69,Physical person,FLA,VWV,Urban,FLA,VWV,Urban,901037484.0,0.50728256
PWV***517,752***0.0,Retail,P - Liability,P01 - FAMILY P,70.15,Quarterly,S = +69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,7363826771.0,0.5070046
ETT***943,929***4.0,Retail,P - Liability,P01 - FAMILY P,91.27,Quarterly,C = 30-39,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,1380032298.0,0.50621516
PUU***413,925***6.0,Retail,P - Liability,P01 - FAMILY P,72.25,Quarterly,C = 30-39,Physical person,FLA,VBR,Urban,WAL,WLG,Rural,7671310770000000.0,0.50499004
ZDH***880,400***5.0,Retail,N - Accident,N05 - IND CIRC,69.86,Quarterly,D = 40-69,Physical person,WAL,WHT,Urban,WAL,WHT,Rural,6390801835.0,0.5046896
NQS***947,836***8.0,Retail,I - Property,I01 - HABITAT.,248.68,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,1008592106.0,0.50412476
CYU***030,969***1.0,Retail,I - Property,I01 - HABITAT.,209.86,Quarterly,C = 30-39,Physical person,BRU,BRU,Rural,FLA,PTS,Rural,9189199097.0,0.50399685
OJA***244,943***3.0,Retail,I - Property,I01 - HABITAT.,136.5,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,6622183834.0,0.5025825
GHZ***871,813***0.0,Retail,N - Accident,N05 - IND CIRC,76.59,Annually,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.5016885
JXY***355,859***6.0,Retail,N - Accident,N05 - IND CIRC,56.19,Quarterly,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8541969947.0,0.5011409
YHD***910,799***1.0,Retail,N - Accident,N05 - IND CIRC,40.72,Annually,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,1085233983.0,0.5005335
VAU***583,922***5.0,Retail,P - Liability,P01 - FAMILY P,70.49,Quarterly,C = 30-39,Physical person,FLA,VWV,Urban,FLA,VWV,Urban,8718102157.0,0.500532
DPD***378,547***2.0,Retail,N - Accident,N05 - IND CIRC,41.48,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,6749595052.0,0.50052583
JUO***125,820***9.0,Retail,P - Liability,P01 - FAMILY P,57.82,Annually,S = +69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.5000387
CLW***571,117***5.0,Retail,N - Accident,N05 - IND CIRC,37.52,Annually,S = +69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8743764074.0,0.49959502
IEM***111,949***2.0,Retail,P - Liability,P01 - FAMILY P,48.53,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,8463822472.0,0.4985731
RPJ***799,964***0.0,Retail,A - Motor,A01 - TA/PRIVE,675.89,Quarterly,D = 40-69,Physical person,FLA,VAN,Urban,FLA,VAN,Rural,2.02119240699999e+16,0.49829257
YMH***612,957***1.0,Retail,P - Liability,P01 - FAMILY P,51.33,Quarterly,D = 40-69,Physical person,WAL,WBR,Rural,FLA,PTS,Rural,2.02119240699999e+16,0.49811766
JWL***706,853***2.0,Retail,I - Property,I01 - HABITAT.,122.83,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,8028972478.0,0.49804112
UGF***642,972***3.0,Retail,P - Liability,P01 - FAMILY P,71.9,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.49617139
ZHK***038,802***6.0,Retail,N - Accident,N05 - IND CIRC,67.83,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,1.04108950799999e+16,0.4946784
PJH***059,837***0.0,Retail,N - Accident,N05 - IND CIRC,54.08,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WHT,Rural,7237256931.0,0.49401838
JQS***137,930***8.0,Retail,N - Accident,N05 - IND CIRC,41.34,Quarterly,S = +69,Physical person,FLA,VWV,Urban,FLA,VWV,Rural,100233583.0,0.49347585
TRU***463,930***9.0,Retail,N - Accident,N05 - IND CIRC,41.34,Quarterly,S = +69,Physical person,FLA,VWV,Urban,FLA,VWV,Rural,100233583.0,0.49347585
OIA***304,852***8.0,Retail,P - Liability,P01 - FAMILY P,103.26,Quarterly,D = 40-69,Physical person,WAL,WHT,Urban,WAL,WNA,Rural,7713798936.0,0.49305817
RVW***120,816***0.0,Retail,A - Motor,A01 - TA/PRIVE,528.7,Semi-annually,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,7581267552.0,0.4921584
MLP***443,907***5.0,Retail,I - Property,I01 - HABITAT.,97.06,Quarterly,D = 40-69,Physical person,WAL,WNA,Urban,WAL,WNA,Rural,9199293111.0,0.49206674
ZHT***489,835***2.0,Retail,I - Property,I01 - HABITAT.,162.46,Quarterly,D = 40-69,Physical person,WAL,WHT,Urban,WAL,WHT,Rural,6622183834.0,0.4920209
RJA***167,950***9.0,Retail,P - Liability,P01 - FAMILY P,49.23,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Urban,4825647501.0,0.49155763
CMZ***370,821***0.0,Retail,N - Accident,N06 - IND PRIV,282.14,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,FLA,PTS,Rural,7578338427.0,0.4914884
UDH***476,890***4.0,Retail,I - Property,I01 - HABITAT.,198.92,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,646706517.0,0.49140593
DPW***879,812***7.0,Retail,I - Property,I01 - HABITAT.,258.06,Quarterly,No age,Enterprise,WAL,WHT,Urban,WAL,WHT,Rural,8743764074.0,0.49058706
BFH***513,965***7.0,Retail,P - Liability,P01 - FAMILY P,100.74,Quarterly,C = 30-39,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,9314985846.0,0.49030417
JDF***553,937***0.0,Retail,A - Motor,A05 - CYCLO,156.52,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Urban,8718102157.0,0.49024388
UNV***545,931***5.0,Retail,P - Liability,P01 - FAMILY P,74.83,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9064359811.0,0.48995468
JBV***052,928***6.0,Retail,A - Motor,A01 - TA/PRIVE,1020.24,Annually,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8724135574.0,0.48982346
YTU***048,813***2.0,Retail,N - Accident,N05 - IND CIRC,39.98,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,7891175122.0,0.48893273
